transfer_id,event_ts_utc,site_id,workflow,record_count,duration_seconds,status,retry_count,validation_error_count
T-00279,2026-06-16T18:00:00+00:00,SITE-03,EHR_TO_EDC,2936,207,success,0,3
T-00280,2026-06-16T08:00:00+00:00,SITE-04,EHR_TO_EDC,2556,216,success,0,6
T-00281,2026-06-16T13:00:00+00:00,SITE-04,EHR_TO_EDC,1062,120,success,0,11
T-00282,2026-06-16T18:00:00+00:00,SITE-04,EHR_TO_EDC,766,49,success,0,0
T-00283,2026-06-16T08:00:00+00:00,SITE-05,EHR_TO_EDC,3661,238,success,0,11
T-00284,2026-06-16T13:00:00+00:00,SITE-05,EHR_TO_EDC,4377,307,success,0,0
T-00285,2026-06-16T18:00:00+00:00,SITE-05,EHR_TO_EDC,3436,231,success,0,4
T-00286,2026-06-16T08:00:00+00:00,SITE-06,EHR_TO_EDC,2621,114,success,0,11
T-00287,2026-06-16T13:00:00+00:00,SITE-06,EHR_TO_EDC,1398,96,success,0,10
T-00288,2026-06-16T18:00:00+00:00,SITE-06,EHR_TO_EDC,2664,193,success,0,1
T-00289,2026-06-17T08:00:00+00:00,SITE-01,EHR_TO_EDC,1610,51,success,0,12
T-00290,2026-06-17T13:00:00+00:00,SITE-01,EHR_TO_EDC,2475,203,success,0,7
T-00291,2026-06-17T18:00:00+00:00,SITE-01,EHR_TO_EDC,3362,215,success,0,3
T-00292,2026-06-17T08:00:00+00:00,SITE-02,EHR_TO_EDC,935,30,success,0,14
T-00293,2026-06-17T13:00:00+00:00,SITE-02,EHR_TO_EDC,3387,899,failed,3,6
T-00294,2026-06-17T18:00:00+00:00,SITE-02,EHR_TO_EDC,2821,190,success,0,6
T-00295,2026-06-17T08:00:00+00:00,SITE-03,EHR_TO_EDC,2737,159,success,0,4
T-00296,2026-06-17T13:00:00+00:00,SITE-03,EHR_TO_EDC,2811,166,success,0,3
T-00297,2026-06-17T18:00:00+00:00,SITE-03,EHR_TO_EDC,3738,268,success,0,2
T-00298,2026-06-17T08:00:00+00:00,SITE-04,EHR_TO_EDC,714,30,success,0,8
T-00299,2026-06-17T13:00:00+00:00,SITE-04,EHR_TO_EDC,3417,252,success,0,15
T-00300,2026-06-17T18:00:00+00:00,SITE-04,EHR_TO_EDC,3878,288,success,0,3
T-00301,2026-06-17T08:00:00+00:00,SITE-05,EHR_TO_EDC,2474,156,success,0,4
T-00302,2026-06-17T13:00:00+00:00,SITE-05,EHR_TO_EDC,764,49,success,0,11
T-00303,2026-06-17T18:00:00+00:00,SITE-05,EHR_TO_EDC,4109,302,success,0,0
T-00304,2026-06-17T08:00:00+00:00,SITE-06,EHR_TO_EDC,1146,67,success,0,13
T-00305,2026-06-17T13:00:00+00:00,SITE-06,EHR_TO_EDC,2894,191,success,0,3
T-00306,2026-06-17T18:00:00+00:00,SITE-06,EHR_TO_EDC,3879,276,success,0,3
T-00307,2026-06-18T08:00:00+00:00,SITE-01,EHR_TO_EDC,1935,131,success,0,3
T-00308,2026-06-18T13:00:00+00:00,SITE-01,EHR_TO_EDC,977,86,success,0,7
T-00309,2026-06-18T18:00:00+00:00,SITE-01,EHR_TO_EDC,1231,112,success,0,2
T-00310,2026-06-18T08:00:00+00:00,SITE-02,EHR_TO_EDC,2787,179,success,0,9
T-00311,2026-06-18T13:00:00+00:00,SITE-02,EHR_TO_EDC,1904,810,failed,3,7
T-00312,2026-06-18T18:00:00+00:00,SITE-02,EHR_TO_EDC,1710,130,success,0,13
T-00313,2026-06-18T08:00:00+00:00,SITE-03,EHR_TO_EDC,2610,111,success,0,6
T-00314,2026-06-18T13:00:00+00:00,SITE-03,EHR_TO_EDC,3112,189,success,0,5
T-00315,2026-06-18T18:00:00+00:00,SITE-03,EHR_TO_EDC,2986,138,success,0,14
T-00316,2026-06-18T08:00:00+00:00,SITE-04,EHR_TO_EDC,1263,138,success,0,3
T-00317,2026-06-18T13:00:00+00:00,SITE-04,EHR_TO_EDC,4016,291,success,0,4
T-00318,2026-06-18T18:00:00+00:00,SITE-04,EHR_TO_EDC,1289,103,success,0,5
T-00319,2026-06-18T08:00:00+00:00,SITE-05,EHR_TO_EDC,2364,170,success,0,3
T-00320,2026-06-18T13:00:00+00:00,SITE-05,EHR_TO_EDC,2393,197,success,0,0
T-00321,2026-06-18T18:00:00+00:00,SITE-05,EHR_TO_EDC,1637,69,success,0,3
T-00322,2026-06-18T08:00:00+00:00,SITE-06,EHR_TO_EDC,3708,260,success,0,12
T-00323,2026-06-18T13:00:00+00:00,SITE-06,EHR_TO_EDC,1341,71,success,0,0
T-00324,2026-06-18T18:00:00+00:00,SITE-06,EHR_TO_EDC,2358,105,success,0,15
T-00325,2026-06-19T08:00:00+00:00,SITE-01,EHR_TO_EDC,1931,183,success,0,1
T-00326,2026-06-19T13:00:00+00:00,SITE-01,EHR_TO_EDC,2296,140,success,0,9
T-00327,2026-06-19T18:00:00+00:00,SITE-01,EHR_TO_EDC,1020,43,success,0,8
T-00328,2026-06-19T08:00:00+00:00,SITE-02,EHR_TO_EDC,2898,135,success,0,13
T-00329,2026-06-19T13:00:00+00:00,SITE-02,EHR_TO_EDC,2046,887,failed,3,15
T-00330,2026-06-19T18:00:00+00:00,SITE-02,EHR_TO_EDC,1534,128,success,0,4
T-00331,2026-06-19T08:00:00+00:00,SITE-03,EHR_TO_EDC,3026,192,success,0,3
T-00332,2026-06-19T13:00:00+00:00,SITE-03,EHR_TO_EDC,2315,168,success,0,9
T-00333,2026-06-19T18:00:00+00:00,SITE-03,EHR_TO_EDC,1795,153,success,0,8
T-00334,2026-06-19T08:00:00+00:00,SITE-04,EHR_TO_EDC,1601,95,success,0,2
T-00335,2026-06-19T13:00:00+00:00,SITE-04,EHR_TO_EDC,2458,197,success,0,15
T-00336,2026-06-19T18:00:00+00:00,SITE-04,EHR_TO_EDC,2275,131,success,0,13
T-00337,2026-06-19T08:00:00+00:00,SITE-05,EHR_TO_EDC,2067,131,success,0,3
T-00338,2026-06-19T13:00:00+00:00,SITE-05,EHR_TO_EDC,903,49,success,0,1
T-00339,2026-06-19T18:00:00+00:00,SITE-05,EHR_TO_EDC,1368,103,success,0,12
T-00340,2026-06-19T08:00:00+00:00,SITE-06,EHR_TO_EDC,2942,164,success,0,12
T-00341,2026-06-19T13:00:00+00:00,SITE-06,EHR_TO_EDC,4053,213,success,0,3
T-00342,2026-06-19T18:00:00+00:00,SITE-06,EHR_TO_EDC,3620,208,success,0,1
T-00343,2026-06-20T08:00:00+00:00,SITE-01,EHR_TO_EDC,1987,116,success,0,15
T-00344,2026-06-20T13:00:00+00:00,SITE-01,EHR_TO_EDC,1643,117,success,0,15
T-00345,2026-06-20T18:00:00+00:00,SITE-01,EHR_TO_EDC,3702,166,success,0,11
T-00346,2026-06-20T08:00:00+00:00,SITE-02,EHR_TO_EDC,2365,166,success,0,3
T-00347,2026-06-20T13:00:00+00:00,SITE-02,EHR_TO_EDC,728,788,failed,3,11
T-00348,2026-06-20T18:00:00+00:00,SITE-02,EHR_TO_EDC,1708,100,success,0,11
T-00349,2026-06-20T08:00:00+00:00,SITE-03,EHR_TO_EDC,4140,228,success,0,6
T-00350,2026-06-20T13:00:00+00:00,SITE-03,EHR_TO_EDC,3195,234,success,0,1
T-00351,2026-06-20T18:00:00+00:00,SITE-03,EHR_TO_EDC,1990,93,success,0,15
T-00352,2026-06-20T08:00:00+00:00,SITE-04,EHR_TO_EDC,1182,91,success,0,11
T-00353,2026-06-20T13:00:00+00:00,SITE-04,EHR_TO_EDC,917,119,success,0,2
T-00354,2026-06-20T18:00:00+00:00,SITE-04,EHR_TO_EDC,1573,79,success,0,8
T-00355,2026-06-20T08:00:00+00:00,SITE-05,EHR_TO_EDC,4008,283,success,0,13
T-00356,2026-06-20T13:00:00+00:00,SITE-05,EHR_TO_EDC,3350,256,success,0,11
T-00357,2026-06-20T18:00:00+00:00,SITE-05,EHR_TO_EDC,2347,101,success,0,9
T-00358,2026-06-20T08:00:00+00:00,SITE-06,EHR_TO_EDC,3043,216,success,0,3
T-00359,2026-06-20T13:00:00+00:00,SITE-06,EHR_TO_EDC,1050,68,success,0,7
T-00360,2026-06-20T18:00:00+00:00,SITE-06,EHR_TO_EDC,4105,220,success,0,10
T-00361,2026-06-21T08:00:00+00:00,SITE-01,EHR_TO_EDC,833,46,success,0,4
T-00362,2026-06-21T13:00:00+00:00,SITE-01,EHR_TO_EDC,4056,204,success,0,9
T-00363,2026-06-21T18:00:00+00:00,SITE-01,EHR_TO_EDC,3330,181,success,0,1
T-00364,2026-06-21T08:00:00+00:00,SITE-02,EHR_TO_EDC,3827,234,success,0,1
T-00365,2026-06-21T13:00:00+00:00,SITE-02,EHR_TO_EDC,2318,167,success,0,2
T-00366,2026-06-21T18:00:00+00:00,SITE-02,EHR_TO_EDC,2961,141,success,0,10
T-00367,2026-06-21T08:00:00+00:00,SITE-03,EHR_TO_EDC,3316,235,success,0,0
T-00368,2026-06-21T13:00:00+00:00,SITE-03,EHR_TO_EDC,3227,258,success,0,6
T-00369,2026-06-21T18:00:00+00:00,SITE-03,EHR_TO_EDC,3074,199,success,0,0
T-00370,2026-06-21T08:00:00+00:00,SITE-04,EHR_TO_EDC,4074,280,success,0,15
T-00371,2026-06-21T13:00:00+00:00,SITE-04,EHR_TO_EDC,2413,136,success,0,2
T-00372,2026-06-21T18:00:00+00:00,SITE-04,EHR_TO_EDC,1406,138,success,0,2
T-00373,2026-06-21T08:00:00+00:00,SITE-05,EHR_TO_EDC,2504,186,success,0,4
T-00374,2026-06-21T13:00:00+00:00,SITE-05,EHR_TO_EDC,2247,180,success,0,14
T-00375,2026-06-21T18:00:00+00:00,SITE-05,EHR_TO_EDC,3473,207,success,0,3
T-00376,2026-06-21T08:00:00+00:00,SITE-06,EHR_TO_EDC,2522,140,success,0,2
T-00377,2026-06-21T13:00:00+00:00,SITE-06,EHR_TO_EDC,4121,202,success,0,11
T-00378,2026-06-21T18:00:00+00:00,SITE-06,EHR_TO_EDC,3428,256,success,0,3
T-00379,2026-06-22T08:00:00+00:00,SITE-01,EHR_TO_EDC,3579,173,success,0,12
T-00380,2026-06-22T13:00:00+00:00,SITE-01,EHR_TO_EDC,1969,157,success,0,3
T-00381,2026-06-22T18:00:00+00:00,SITE-01,EHR_TO_EDC,4477,319,success,0,6
T-00382,2026-06-22T08:00:00+00:00,SITE-02,EHR_TO_EDC,1097,73,success,0,10
T-00383,2026-06-22T13:00:00+00:00,SITE-02,EHR_TO_EDC,2896,137,success,0,3
T-00384,2026-06-22T18:00:00+00:00,SITE-02,EHR_TO_EDC,1335,145,success,0,8
T-00385,2026-06-22T08:00:00+00:00,SITE-03,EHR_TO_EDC,2634,158,success,0,1
T-00386,2026-06-22T13:00:00+00:00,SITE-03,EHR_TO_EDC,4372,257,success,0,12
T-00387,2026-06-22T18:00:00+00:00,SITE-03,EHR_TO_EDC,1520,130,success,0,15
T-00388,2026-06-22T08:00:00+00:00,SITE-04,EHR_TO_EDC,2721,166,success,0,12
T-00389,2026-06-22T13:00:00+00:00,SITE-04,EHR_TO_EDC,2795,214,success,0,15
T-00390,2026-06-22T18:00:00+00:00,SITE-04,EHR_TO_EDC,1131,92,success,0,5
T-00391,2026-06-22T08:00:00+00:00,SITE-05,EHR_TO_EDC,3866,248,success,0,10
T-00392,2026-06-22T13:00:00+00:00,SITE-05,EHR_TO_EDC,1527,45,success,0,11
T-00393,2026-06-22T18:00:00+00:00,SITE-05,EHR_TO_EDC,4072,206,success,0,11
T-00394,2026-06-22T08:00:00+00:00,SITE-06,EHR_TO_EDC,2244,159,success,0,12
T-00395,2026-06-22T13:00:00+00:00,SITE-06,EHR_TO_EDC,2554,174,success,0,14
T-00396,2026-06-22T18:00:00+00:00,SITE-06,EHR_TO_EDC,2167,178,success,0,4
T-00397,2026-06-23T08:00:00+00:00,SITE-01,EHR_TO_EDC,2668,198,success,0,12
T-00398,2026-06-23T13:00:00+00:00,SITE-01,EHR_TO_EDC,2043,84,success,0,15
T-00399,2026-06-23T18:00:00+00:00,SITE-01,EHR_TO_EDC,1656,132,success,0,8
T-00400,2026-06-23T08:00:00+00:00,SITE-02,EHR_TO_EDC,2137,171,success,0,13
T-00401,2026-06-23T13:00:00+00:00,SITE-02,EHR_TO_EDC,3055,134,success,0,8
T-00402,2026-06-23T18:00:00+00:00,SITE-02,EHR_TO_EDC,4475,216,success,0,8
T-00403,2026-06-23T08:00:00+00:00,SITE-03,EHR_TO_EDC,2246,115,success,0,6
T-00404,2026-06-23T13:00:00+00:00,SITE-03,EHR_TO_EDC,2472,213,success,0,2
T-00405,2026-06-23T18:00:00+00:00,SITE-03,EHR_TO_EDC,2991,149,success,0,13
T-00406,2026-06-23T08:00:00+00:00,SITE-04,EHR_TO_EDC,4425,272,success,0,14
T-00407,2026-06-23T13:00:00+00:00,SITE-04,EHR_TO_EDC,2284,148,success,0,3
T-00408,2026-06-23T18:00:00+00:00,SITE-04,EHR_TO_EDC,1647,74,success,0,3
T-00409,2026-06-23T08:00:00+00:00,SITE-05,EHR_TO_EDC,3482,192,success,0,4
T-00410,2026-06-23T13:00:00+00:00,SITE-05,EHR_TO_EDC,843,95,success,0,11
T-00411,2026-06-23T18:00:00+00:00,SITE-05,EHR_TO_EDC,3026,148,success,0,15
T-00412,2026-06-23T08:00:00+00:00,SITE-06,EHR_TO_EDC,2064,136,success,0,4
T-00413,2026-06-23T13:00:00+00:00,SITE-06,EHR_TO_EDC,2529,197,success,0,11
T-00414,2026-06-23T18:00:00+00:00,SITE-06,EHR_TO_EDC,4000,220,success,0,3
T-00415,2026-06-24T08:00:00+00:00,SITE-01,EHR_TO_EDC,1711,155,success,0,4
T-00416,2026-06-24T13:00:00+00:00,SITE-01,EHR_TO_EDC,1594,73,success,0,11
T-00417,2026-06-24T18:00:00+00:00,SITE-01,EHR_TO_EDC,1194,46,success,0,6
T-00418,2026-06-24T08:00:00+00:00,SITE-02,EHR_TO_EDC,3085,152,success,0,11
T-00419,2026-06-24T13:00:00+00:00,SITE-02,EHR_TO_EDC,3523,196,success,0,11
T-00420,2026-06-24T18:00:00+00:00,SITE-02,EHR_TO_EDC,1146,123,success,0,9
T-00421,2026-06-24T08:00:00+00:00,SITE-03,EHR_TO_EDC,3191,246,success,0,8
T-00422,2026-06-24T13:00:00+00:00,SITE-03,EHR_TO_EDC,1152,55,success,0,11
T-00423,2026-06-24T18:00:00+00:00,SITE-03,EHR_TO_EDC,783,30,success,0,8
T-00424,2026-06-24T08:00:00+00:00,SITE-04,EHR_TO_EDC,3435,187,success,0,9
T-00425,2026-06-24T13:00:00+00:00,SITE-04,EHR_TO_EDC,1735,127,success,0,4
T-00426,2026-06-24T18:00:00+00:00,SITE-04,EHR_TO_EDC,1775,120,success,0,2
T-00427,2026-06-24T08:00:00+00:00,SITE-05,EHR_TO_EDC,1816,63,success,0,9
T-00428,2026-06-24T13:00:00+00:00,SITE-05,EHR_TO_EDC,3950,214,success,0,4
T-00429,2026-06-24T18:00:00+00:00,SITE-05,EHR_TO_EDC,4279,246,success,0,5
T-00430,2026-06-24T08:00:00+00:00,SITE-06,EHR_TO_EDC,4066,295,success,0,4
T-00431,2026-06-24T13:00:00+00:00,SITE-06,EHR_TO_EDC,3196,148,success,0,5
T-00432,2026-06-24T18:00:00+00:00,SITE-06,EHR_TO_EDC,2889,216,success,0,8
T-00433,2026-06-25T08:00:00+00:00,SITE-01,EHR_TO_EDC,1955,74,success,0,13
T-00434,2026-06-25T13:00:00+00:00,SITE-01,EHR_TO_EDC,3894,222,success,0,7
T-00435,2026-06-25T18:00:00+00:00,SITE-01,EHR_TO_EDC,2670,165,success,0,11
T-00436,2026-06-25T08:00:00+00:00,SITE-02,EHR_TO_EDC,2115,170,success,0,6
T-00437,2026-06-25T13:00:00+00:00,SITE-02,EHR_TO_EDC,3321,208,success,0,8
T-00438,2026-06-25T18:00:00+00:00,SITE-02,EHR_TO_EDC,3018,220,success,0,11
T-00439,2026-06-25T08:00:00+00:00,SITE-03,EHR_TO_EDC,4327,229,success,0,2
T-00440,2026-06-25T13:00:00+00:00,SITE-03,EHR_TO_EDC,2952,138,success,0,2
T-00441,2026-06-25T18:00:00+00:00,SITE-03,EHR_TO_EDC,1938,182,success,0,0
T-00442,2026-06-25T08:00:00+00:00,SITE-04,EHR_TO_EDC,1117,141,success,0,3
T-00443,2026-06-25T13:00:00+00:00,SITE-04,EHR_TO_EDC,1499,90,success,0,9
T-00444,2026-06-25T18:00:00+00:00,SITE-04,EHR_TO_EDC,2148,190,success,0,4
T-00445,2026-06-25T08:00:00+00:00,SITE-05,EHR_TO_EDC,951,97,success,0,2
T-00446,2026-06-25T13:00:00+00:00,SITE-05,EHR_TO_EDC,1276,33,success,0,13
T-00447,2026-06-25T18:00:00+00:00,SITE-05,EHR_TO_EDC,3038,146,success,0,2
T-00448,2026-06-25T08:00:00+00:00,SITE-06,EHR_TO_EDC,2489,165,success,0,5
T-00449,2026-06-25T13:00:00+00:00,SITE-06,EHR_TO_EDC,1052,85,success,0,11
T-00450,2026-06-25T18:00:00+00:00,SITE-06,EHR_TO_EDC,3208,201,success,0,6
T-00451,2026-06-26T08:00:00+00:00,SITE-01,EHR_TO_EDC,4302,289,success,0,3
T-00452,2026-06-26T13:00:00+00:00,SITE-01,EHR_TO_EDC,2409,110,success,0,15
T-00453,2026-06-26T18:00:00+00:00,SITE-01,EHR_TO_EDC,1490,52,success,0,15
T-00454,2026-06-26T08:00:00+00:00,SITE-02,EHR_TO_EDC,821,76,success,0,2
T-00455,2026-06-26T13:00:00+00:00,SITE-02,EHR_TO_EDC,1252,144,success,0,9
T-00456,2026-06-26T18:00:00+00:00,SITE-02,EHR_TO_EDC,1748,99,success,0,7
T-00457,2026-06-26T08:00:00+00:00,SITE-03,EHR_TO_EDC,3575,192,success,0,4
T-00458,2026-06-26T13:00:00+00:00,SITE-03,EHR_TO_EDC,2916,233,success,0,4
T-00459,2026-06-26T18:00:00+00:00,SITE-03,EHR_TO_EDC,4216,248,success,0,0
T-00460,2026-06-26T08:00:00+00:00,SITE-04,EHR_TO_EDC,3194,199,success,0,10
T-00461,2026-06-26T13:00:00+00:00,SITE-04,EHR_TO_EDC,1394,48,success,0,5
T-00462,2026-06-26T18:00:00+00:00,SITE-04,EHR_TO_EDC,4439,210,success,0,3
T-00463,2026-06-26T08:00:00+00:00,SITE-05,EHR_TO_EDC,1157,62,success,0,9
T-00464,2026-06-26T13:00:00+00:00,SITE-05,EHR_TO_EDC,798,57,success,0,1
T-00465,2026-06-26T18:00:00+00:00,SITE-05,EHR_TO_EDC,1310,138,success,0,5
T-00466,2026-06-26T08:00:00+00:00,SITE-06,EHR_TO_EDC,3519,232,success,0,2
T-00467,2026-06-26T13:00:00+00:00,SITE-06,EHR_TO_EDC,702,46,success,0,2
T-00468,2026-06-26T18:00:00+00:00,SITE-06,EHR_TO_EDC,3952,206,success,0,12
T-00469,2026-06-27T08:00:00+00:00,SITE-01,EHR_TO_EDC,4113,217,success,0,13
T-00470,2026-06-27T13:00:00+00:00,SITE-01,EHR_TO_EDC,2135,120,success,0,7
T-00471,2026-06-27T18:00:00+00:00,SITE-01,EHR_TO_EDC,2120,127,success,0,0
T-00472,2026-06-27T08:00:00+00:00,SITE-02,EHR_TO_EDC,4380,301,success,0,7
T-00473,2026-06-27T13:00:00+00:00,SITE-02,EHR_TO_EDC,1774,64,success,0,11
T-00474,2026-06-27T18:00:00+00:00,SITE-02,EHR_TO_EDC,2854,210,success,0,10
T-00475,2026-06-27T08:00:00+00:00,SITE-03,EHR_TO_EDC,2834,203,success,0,11
T-00476,2026-06-27T13:00:00+00:00,SITE-03,EHR_TO_EDC,2563,185,success,0,7
T-00477,2026-06-27T18:00:00+00:00,SITE-03,EHR_TO_EDC,4312,252,success,0,5
T-00478,2026-06-27T08:00:00+00:00,SITE-04,EHR_TO_EDC,1522,63,success,0,6
T-00479,2026-06-27T13:00:00+00:00,SITE-04,EHR_TO_EDC,1738,113,success,0,15
T-00480,2026-06-27T18:00:00+00:00,SITE-04,EHR_TO_EDC,1604,149,success,0,10
T-00481,2026-06-27T08:00:00+00:00,SITE-05,EHR_TO_EDC,1457,70,success,0,8
T-00482,2026-06-27T13:00:00+00:00,SITE-05,EHR_TO_EDC,3139,200,success,0,8
T-00483,2026-06-27T18:00:00+00:00,SITE-05,EHR_TO_EDC,3048,241,success,0,0
T-00484,2026-06-27T08:00:00+00:00,SITE-06,EHR_TO_EDC,1455,79,success,0,7
T-00485,2026-06-27T13:00:00+00:00,SITE-06,EHR_TO_EDC,969,51,success,0,10
T-00486,2026-06-27T18:00:00+00:00,SITE-06,EHR_TO_EDC,3728,259,success,0,6
T-00487,2026-06-28T08:00:00+00:00,SITE-01,EHR_TO_EDC,3461,156,success,0,7
T-00488,2026-06-28T13:00:00+00:00,SITE-01,EHR_TO_EDC,2912,132,success,0,2
T-00489,2026-06-28T18:00:00+00:00,SITE-01,EHR_TO_EDC,3504,251,success,0,7
T-00490,2026-06-28T08:00:00+00:00,SITE-02,EHR_TO_EDC,2508,126,success,0,1
T-00491,2026-06-28T13:00:00+00:00,SITE-02,EHR_TO_EDC,2397,164,success,0,4
T-00492,2026-06-28T18:00:00+00:00,SITE-02,EHR_TO_EDC,2218,168,success,0,11
T-00493,2026-06-28T08:00:00+00:00,SITE-03,EHR_TO_EDC,986,130,success,0,2
T-00494,2026-06-28T13:00:00+00:00,SITE-03,EHR_TO_EDC,4121,237,success,0,4
T-00495,2026-06-28T18:00:00+00:00,SITE-03,EHR_TO_EDC,2416,195,success,0,7
T-00496,2026-06-28T08:00:00+00:00,SITE-04,EHR_TO_EDC,2085,176,success,0,134
T-00497,2026-06-28T13:00:00+00:00,SITE-04,EHR_TO_EDC,4413,241,success,0,142
T-00498,2026-06-28T18:00:00+00:00,SITE-04,EHR_TO_EDC,4051,301,success,0,86
T-00499,2026-06-28T08:00:00+00:00,SITE-05,EHR_TO_EDC,2743,116,success,0,12
T-00500,2026-06-28T13:00:00+00:00,SITE-05,EHR_TO_EDC,966,67,success,0,5
T-00501,2026-06-28T18:00:00+00:00,SITE-05,EHR_TO_EDC,1287,39,success,0,6
T-00502,2026-06-28T08:00:00+00:00,SITE-06,EHR_TO_EDC,1354,147,success,0,15
T-00503,2026-06-28T13:00:00+00:00,SITE-06,EHR_TO_EDC,1626,169,success,0,10
T-00504,2026-06-28T18:00:00+00:00,SITE-06,EHR_TO_EDC,2100,93,success,0,4
T-00505,2026-06-29T08:00:00+00:00,SITE-01,EHR_TO_EDC,1280,133,success,0,10
T-00506,2026-06-29T13:00:00+00:00,SITE-01,EHR_TO_EDC,875,32,success,0,7
T-00507,2026-06-29T18:00:00+00:00,SITE-01,EHR_TO_EDC,1255,118,success,0,7
T-00508,2026-06-29T08:00:00+00:00,SITE-02,EHR_TO_EDC,4314,307,success,0,14
T-00509,2026-06-29T13:00:00+00:00,SITE-02,EHR_TO_EDC,2204,129,success,0,3
T-00510,2026-06-29T18:00:00+00:00,SITE-02,EHR_TO_EDC,4483,243,success,0,4
T-00511,2026-06-29T08:00:00+00:00,SITE-03,EHR_TO_EDC,4266,206,success,0,5
T-00512,2026-06-29T13:00:00+00:00,SITE-03,EHR_TO_EDC,3671,207,success,0,1
T-00513,2026-06-29T18:00:00+00:00,SITE-03,EHR_TO_EDC,1204,65,success,0,10
T-00514,2026-06-29T08:00:00+00:00,SITE-04,EHR_TO_EDC,1448,114,success,0,118
T-00515,2026-06-29T13:00:00+00:00,SITE-04,EHR_TO_EDC,2858,184,success,0,191
T-00516,2026-06-29T18:00:00+00:00,SITE-04,EHR_TO_EDC,3991,248,success,0,99
T-00517,2026-06-29T08:00:00+00:00,SITE-05,EHR_TO_EDC,1033,100,success,0,7
T-00518,2026-06-29T13:00:00+00:00,SITE-05,EHR_TO_EDC,767,30,success,0,9
T-00519,2026-06-29T18:00:00+00:00,SITE-05,EHR_TO_EDC,3815,290,success,0,5
T-00520,2026-06-29T08:00:00+00:00,SITE-06,EHR_TO_EDC,1356,77,success,0,3
T-00521,2026-06-29T13:00:00+00:00,SITE-06,EHR_TO_EDC,1905,126,success,0,14
T-00522,2026-06-29T18:00:00+00:00,SITE-06,EHR_TO_EDC,2134,155,success,0,15
T-00523,2026-06-30T08:00:00+00:00,SITE-01,EHR_TO_EDC,2604,108,success,0,6
T-00524,2026-06-30T13:00:00+00:00,SITE-01,EHR_TO_EDC,1303,152,success,0,15
T-00525,2026-06-30T18:00:00+00:00,SITE-01,EHR_TO_EDC,3479,156,success,0,14
T-00526,2026-06-30T08:00:00+00:00,SITE-02,EHR_TO_EDC,3824,246,success,0,12
T-00527,2026-06-30T13:00:00+00:00,SITE-02,EHR_TO_EDC,2925,128,success,0,9
T-00528,2026-06-30T18:00:00+00:00,SITE-02,EHR_TO_EDC,1366,40,success,0,5
T-00529,2026-06-30T08:00:00+00:00,SITE-03,EHR_TO_EDC,2343,184,success,0,6
T-00530,2026-06-30T13:00:00+00:00,SITE-03,EHR_TO_EDC,780,30,success,0,7
T-00531,2026-06-30T18:00:00+00:00,SITE-03,EHR_TO_EDC,2436,197,success,0,15
T-00532,2026-06-30T08:00:00+00:00,SITE-04,EHR_TO_EDC,3207,221,success,0,141
T-00533,2026-06-30T13:00:00+00:00,SITE-04,EHR_TO_EDC,800,30,success,0,91
T-00534,2026-06-30T18:00:00+00:00,SITE-04,EHR_TO_EDC,1381,74,success,0,124
T-00535,2026-06-30T08:00:00+00:00,SITE-05,EHR_TO_EDC,1767,166,success,0,11
T-00536,2026-06-30T13:00:00+00:00,SITE-05,EHR_TO_EDC,3516,215,success,0,8
T-00537,2026-06-30T18:00:00+00:00,SITE-05,EHR_TO_EDC,3255,235,success,0,10
T-00538,2026-06-30T08:00:00+00:00,SITE-06,EHR_TO_EDC,1381,81,success,0,4
T-00539,2026-06-30T13:00:00+00:00,SITE-06,EHR_TO_EDC,4320,274,success,0,13
T-00540,2026-06-30T18:00:00+00:00,SITE-06,EHR_TO_EDC,2459,165,success,0,14
T-00541,2026-07-01T08:00:00+00:00,SITE-01,EHR_TO_EDC,1750,99,success,0,15
T-00542,2026-07-01T13:00:00+00:00,SITE-01,EHR_TO_EDC,1655,137,success,0,5
T-00543,2026-07-01T18:00:00+00:00,SITE-01,EHR_TO_EDC,2618,170,success,0,9
T-00544,2026-07-01T08:00:00+00:00,SITE-02,EHR_TO_EDC,3834,194,success,0,10
T-00545,2026-07-01T13:00:00+00:00,SITE-02,EHR_TO_EDC,1663,123,success,0,12
T-00546,2026-07-01T18:00:00+00:00,SITE-02,EHR_TO_EDC,1345,123,success,0,10
T-00547,2026-07-01T08:00:00+00:00,SITE-03,EHR_TO_EDC,1863,144,success,0,3
T-00548,2026-07-01T13:00:00+00:00,SITE-03,EHR_TO_EDC,3296,230,success,0,0
T-00549,2026-07-01T18:00:00+00:00,SITE-03,EHR_TO_EDC,2121,138,success,0,3
T-00550,2026-07-01T08:00:00+00:00,SITE-04,EHR_TO_EDC,2736,207,success,0,179
T-00551,2026-07-01T13:00:00+00:00,SITE-04,EHR_TO_EDC,706,83,success,0,146
T-00552,2026-07-01T18:00:00+00:00,SITE-04,EHR_TO_EDC,1802,123,success,0,101
T-00553,2026-07-01T08:00:00+00:00,SITE-05,EHR_TO_EDC,1068,59,success,0,15
T-00554,2026-07-01T13:00:00+00:00,SITE-05,EHR_TO_EDC,3318,205,success,0,1
T-00555,2026-07-01T18:00:00+00:00,SITE-05,EHR_TO_EDC,3326,162,success,0,0
T-00556,2026-07-01T08:00:00+00:00,SITE-06,EHR_TO_EDC,1847,130,success,0,14
T-00557,2026-07-01T13:00:00+00:00,SITE-06,EHR_TO_EDC,905,30,success,0,8
