event_date,site_id,rule_id,rule_name,records_evaluated,records_failed
2026-06-19,SITE-02,DQ-04,referential_integrity,3623,30
2026-06-19,SITE-03,DQ-01,required_field_completeness,12281,35
2026-06-19,SITE-03,DQ-02,identifier_conformance,6162,3
2026-06-19,SITE-03,DQ-03,terminology_mapping,10367,8
2026-06-19,SITE-03,DQ-04,referential_integrity,10083,37
2026-06-19,SITE-04,DQ-01,required_field_completeness,14208,33
2026-06-19,SITE-04,DQ-02,identifier_conformance,5090,24
2026-06-19,SITE-04,DQ-03,terminology_mapping,9827,19
2026-06-19,SITE-04,DQ-04,referential_integrity,11743,26
2026-06-19,SITE-05,DQ-01,required_field_completeness,14928,11
2026-06-19,SITE-05,DQ-02,identifier_conformance,14541,21
2026-06-19,SITE-05,DQ-03,terminology_mapping,11062,36
2026-06-19,SITE-05,DQ-04,referential_integrity,12986,35
2026-06-19,SITE-06,DQ-01,required_field_completeness,11951,5
2026-06-19,SITE-06,DQ-02,identifier_conformance,13596,36
2026-06-19,SITE-06,DQ-03,terminology_mapping,13303,37
2026-06-19,SITE-06,DQ-04,referential_integrity,4312,40
2026-06-20,SITE-01,DQ-01,required_field_completeness,11283,10
2026-06-20,SITE-01,DQ-02,identifier_conformance,9650,2
2026-06-20,SITE-01,DQ-03,terminology_mapping,13017,12
2026-06-20,SITE-01,DQ-04,referential_integrity,12724,19
2026-06-20,SITE-02,DQ-01,required_field_completeness,5864,33
2026-06-20,SITE-02,DQ-02,identifier_conformance,5342,42
2026-06-20,SITE-02,DQ-03,terminology_mapping,8530,29
2026-06-20,SITE-02,DQ-04,referential_integrity,3615,23
2026-06-20,SITE-03,DQ-01,required_field_completeness,7180,26
2026-06-20,SITE-03,DQ-02,identifier_conformance,14850,19
2026-06-20,SITE-03,DQ-03,terminology_mapping,4826,28
2026-06-20,SITE-03,DQ-04,referential_integrity,11063,5
2026-06-20,SITE-04,DQ-01,required_field_completeness,13142,35
2026-06-20,SITE-04,DQ-02,identifier_conformance,4761,4
2026-06-20,SITE-04,DQ-03,terminology_mapping,10743,32
2026-06-20,SITE-04,DQ-04,referential_integrity,7574,23
2026-06-20,SITE-05,DQ-01,required_field_completeness,6297,8
2026-06-20,SITE-05,DQ-02,identifier_conformance,12999,26
2026-06-20,SITE-05,DQ-03,terminology_mapping,11077,9
2026-06-20,SITE-05,DQ-04,referential_integrity,10801,10
2026-06-20,SITE-06,DQ-01,required_field_completeness,7979,37
2026-06-20,SITE-06,DQ-02,identifier_conformance,14514,34
2026-06-20,SITE-06,DQ-03,terminology_mapping,5298,13
2026-06-20,SITE-06,DQ-04,referential_integrity,8964,26
2026-06-21,SITE-01,DQ-01,required_field_completeness,10222,34
2026-06-21,SITE-01,DQ-02,identifier_conformance,11246,35
2026-06-21,SITE-01,DQ-03,terminology_mapping,10630,10
2026-06-21,SITE-01,DQ-04,referential_integrity,13265,21
2026-06-21,SITE-02,DQ-01,required_field_completeness,3811,35
2026-06-21,SITE-02,DQ-02,identifier_conformance,7241,17
2026-06-21,SITE-02,DQ-03,terminology_mapping,6744,31
2026-06-21,SITE-02,DQ-04,referential_integrity,14040,32
2026-06-21,SITE-03,DQ-01,required_field_completeness,13433,24
2026-06-21,SITE-03,DQ-02,identifier_conformance,14255,20
2026-06-21,SITE-03,DQ-03,terminology_mapping,8617,43
2026-06-21,SITE-03,DQ-04,referential_integrity,3817,10
2026-06-21,SITE-04,DQ-01,required_field_completeness,4987,15
2026-06-21,SITE-04,DQ-02,identifier_conformance,4183,44
2026-06-21,SITE-04,DQ-03,terminology_mapping,7382,8
2026-06-21,SITE-04,DQ-04,referential_integrity,7471,9
2026-06-21,SITE-05,DQ-01,required_field_completeness,4828,18
2026-06-21,SITE-05,DQ-02,identifier_conformance,12479,8
2026-06-21,SITE-05,DQ-03,terminology_mapping,10782,19
2026-06-21,SITE-05,DQ-04,referential_integrity,13011,32
2026-06-21,SITE-06,DQ-01,required_field_completeness,5597,24
2026-06-21,SITE-06,DQ-02,identifier_conformance,11844,19
2026-06-21,SITE-06,DQ-03,terminology_mapping,12103,40
2026-06-21,SITE-06,DQ-04,referential_integrity,14350,22
2026-06-22,SITE-01,DQ-01,required_field_completeness,13974,10
2026-06-22,SITE-01,DQ-02,identifier_conformance,5904,18
2026-06-22,SITE-01,DQ-03,terminology_mapping,6963,13
2026-06-22,SITE-01,DQ-04,referential_integrity,7207,9
2026-06-22,SITE-02,DQ-01,required_field_completeness,4111,28
2026-06-22,SITE-02,DQ-02,identifier_conformance,14241,23
2026-06-22,SITE-02,DQ-03,terminology_mapping,12784,45
2026-06-22,SITE-02,DQ-04,referential_integrity,4716,5
2026-06-22,SITE-03,DQ-01,required_field_completeness,4212,27
2026-06-22,SITE-03,DQ-02,identifier_conformance,4504,34
2026-06-22,SITE-03,DQ-03,terminology_mapping,11494,5
2026-06-22,SITE-03,DQ-04,referential_integrity,13083,45
2026-06-22,SITE-04,DQ-01,required_field_completeness,10822,45
2026-06-22,SITE-04,DQ-02,identifier_conformance,6766,44
2026-06-22,SITE-04,DQ-03,terminology_mapping,8695,29
2026-06-22,SITE-04,DQ-04,referential_integrity,9522,5
2026-06-22,SITE-05,DQ-01,required_field_completeness,13977,6
2026-06-22,SITE-05,DQ-02,identifier_conformance,9705,27
2026-06-22,SITE-05,DQ-03,terminology_mapping,11073,15
2026-06-22,SITE-05,DQ-04,referential_integrity,5957,30
2026-06-22,SITE-06,DQ-01,required_field_completeness,10745,45
2026-06-22,SITE-06,DQ-02,identifier_conformance,12481,8
2026-06-22,SITE-06,DQ-03,terminology_mapping,6060,2
2026-06-22,SITE-06,DQ-04,referential_integrity,10017,17
2026-06-23,SITE-01,DQ-01,required_field_completeness,7215,10
2026-06-23,SITE-01,DQ-02,identifier_conformance,7128,28
2026-06-23,SITE-01,DQ-03,terminology_mapping,14889,39
2026-06-23,SITE-01,DQ-04,referential_integrity,5694,45
2026-06-23,SITE-02,DQ-01,required_field_completeness,3839,44
2026-06-23,SITE-02,DQ-02,identifier_conformance,13476,13
2026-06-23,SITE-02,DQ-03,terminology_mapping,8524,41
2026-06-23,SITE-02,DQ-04,referential_integrity,6368,24
2026-06-23,SITE-03,DQ-01,required_field_completeness,4863,23
2026-06-23,SITE-03,DQ-02,identifier_conformance,13974,6
2026-06-23,SITE-03,DQ-03,terminology_mapping,9215,44
2026-06-23,SITE-03,DQ-04,referential_integrity,4385,45
2026-06-23,SITE-04,DQ-01,required_field_completeness,12503,5
2026-06-23,SITE-04,DQ-02,identifier_conformance,14442,31
2026-06-23,SITE-04,DQ-03,terminology_mapping,13432,33
2026-06-23,SITE-04,DQ-04,referential_integrity,4706,31
2026-06-23,SITE-05,DQ-01,required_field_completeness,11030,2
2026-06-23,SITE-05,DQ-02,identifier_conformance,13351,41
2026-06-23,SITE-05,DQ-03,terminology_mapping,13361,42
2026-06-23,SITE-05,DQ-04,referential_integrity,6284,41
2026-06-23,SITE-06,DQ-01,required_field_completeness,9495,25
2026-06-23,SITE-06,DQ-02,identifier_conformance,4521,2
2026-06-23,SITE-06,DQ-03,terminology_mapping,14067,22
2026-06-23,SITE-06,DQ-04,referential_integrity,13735,33
2026-06-24,SITE-01,DQ-01,required_field_completeness,11443,39
2026-06-24,SITE-01,DQ-02,identifier_conformance,6742,4
2026-06-24,SITE-01,DQ-03,terminology_mapping,13331,15
2026-06-24,SITE-01,DQ-04,referential_integrity,11074,42
2026-06-24,SITE-02,DQ-01,required_field_completeness,10000,2
2026-06-24,SITE-02,DQ-02,identifier_conformance,12579,22
2026-06-24,SITE-02,DQ-03,terminology_mapping,9255,5
2026-06-24,SITE-02,DQ-04,referential_integrity,12836,27
2026-06-24,SITE-03,DQ-01,required_field_completeness,8682,19
2026-06-24,SITE-03,DQ-02,identifier_conformance,4558,8
2026-06-24,SITE-03,DQ-03,terminology_mapping,12933,21
2026-06-24,SITE-03,DQ-04,referential_integrity,9971,9
2026-06-24,SITE-04,DQ-01,required_field_completeness,5002,40
2026-06-24,SITE-04,DQ-02,identifier_conformance,11852,29
2026-06-24,SITE-04,DQ-03,terminology_mapping,9347,4
2026-06-24,SITE-04,DQ-04,referential_integrity,9061,41
2026-06-24,SITE-05,DQ-01,required_field_completeness,14701,14
2026-06-24,SITE-05,DQ-02,identifier_conformance,12945,35
2026-06-24,SITE-05,DQ-03,terminology_mapping,8429,16
2026-06-24,SITE-05,DQ-04,referential_integrity,8815,2
2026-06-24,SITE-06,DQ-01,required_field_completeness,12076,21
2026-06-24,SITE-06,DQ-02,identifier_conformance,10325,20
2026-06-24,SITE-06,DQ-03,terminology_mapping,9053,33
2026-06-24,SITE-06,DQ-04,referential_integrity,12084,41
2026-06-25,SITE-01,DQ-01,required_field_completeness,7858,36
2026-06-25,SITE-01,DQ-02,identifier_conformance,9362,6
2026-06-25,SITE-01,DQ-03,terminology_mapping,10186,24
2026-06-25,SITE-01,DQ-04,referential_integrity,8162,40
2026-06-25,SITE-02,DQ-01,required_field_completeness,5684,21
2026-06-25,SITE-02,DQ-02,identifier_conformance,9684,5
2026-06-25,SITE-02,DQ-03,terminology_mapping,9179,10
2026-06-25,SITE-02,DQ-04,referential_integrity,7559,8
2026-06-25,SITE-03,DQ-01,required_field_completeness,12261,41
2026-06-25,SITE-03,DQ-02,identifier_conformance,6085,38
2026-06-25,SITE-03,DQ-03,terminology_mapping,5278,41
2026-06-25,SITE-03,DQ-04,referential_integrity,10680,40
2026-06-25,SITE-04,DQ-01,required_field_completeness,11094,10
2026-06-25,SITE-04,DQ-02,identifier_conformance,9778,22
2026-06-25,SITE-04,DQ-03,terminology_mapping,11862,19
2026-06-25,SITE-04,DQ-04,referential_integrity,4472,30
2026-06-25,SITE-05,DQ-01,required_field_completeness,9804,6
2026-06-25,SITE-05,DQ-02,identifier_conformance,14463,3
2026-06-25,SITE-05,DQ-03,terminology_mapping,7754,8
2026-06-25,SITE-05,DQ-04,referential_integrity,7073,12
2026-06-25,SITE-06,DQ-01,required_field_completeness,8456,31
2026-06-25,SITE-06,DQ-02,identifier_conformance,13447,29
2026-06-25,SITE-06,DQ-03,terminology_mapping,8739,44
2026-06-25,SITE-06,DQ-04,referential_integrity,12709,15
2026-06-26,SITE-01,DQ-01,required_field_completeness,7647,24
2026-06-26,SITE-01,DQ-02,identifier_conformance,4970,40
2026-06-26,SITE-01,DQ-03,terminology_mapping,13031,6
2026-06-26,SITE-01,DQ-04,referential_integrity,11401,8
2026-06-26,SITE-02,DQ-01,required_field_completeness,11897,10
2026-06-26,SITE-02,DQ-02,identifier_conformance,7165,35
2026-06-26,SITE-02,DQ-03,terminology_mapping,13081,2
2026-06-26,SITE-02,DQ-04,referential_integrity,5651,5
2026-06-26,SITE-03,DQ-01,required_field_completeness,11630,30
2026-06-26,SITE-03,DQ-02,identifier_conformance,11615,3
2026-06-26,SITE-03,DQ-03,terminology_mapping,10851,19
2026-06-26,SITE-03,DQ-04,referential_integrity,4140,43
2026-06-26,SITE-04,DQ-01,required_field_completeness,12119,2
2026-06-26,SITE-04,DQ-02,identifier_conformance,11158,45
2026-06-26,SITE-04,DQ-03,terminology_mapping,5409,23
2026-06-26,SITE-04,DQ-04,referential_integrity,6389,28
2026-06-26,SITE-05,DQ-01,required_field_completeness,8894,39
2026-06-26,SITE-05,DQ-02,identifier_conformance,5564,28
2026-06-26,SITE-05,DQ-03,terminology_mapping,11945,35
2026-06-26,SITE-05,DQ-04,referential_integrity,8016,20
2026-06-26,SITE-06,DQ-01,required_field_completeness,14774,20
2026-06-26,SITE-06,DQ-02,identifier_conformance,9226,7
2026-06-26,SITE-06,DQ-03,terminology_mapping,9983,25
2026-06-26,SITE-06,DQ-04,referential_integrity,6856,14
2026-06-27,SITE-01,DQ-01,required_field_completeness,3522,8
2026-06-27,SITE-01,DQ-02,identifier_conformance,4992,39
2026-06-27,SITE-01,DQ-03,terminology_mapping,11489,5
2026-06-27,SITE-01,DQ-04,referential_integrity,11241,12
2026-06-27,SITE-02,DQ-01,required_field_completeness,4306,41
2026-06-27,SITE-02,DQ-02,identifier_conformance,8973,41
2026-06-27,SITE-02,DQ-03,terminology_mapping,9885,20
2026-06-27,SITE-02,DQ-04,referential_integrity,7951,16
2026-06-27,SITE-03,DQ-01,required_field_completeness,4884,16
2026-06-27,SITE-03,DQ-02,identifier_conformance,3796,11
2026-06-27,SITE-03,DQ-03,terminology_mapping,3968,12
2026-06-27,SITE-03,DQ-04,referential_integrity,11589,39
2026-06-27,SITE-04,DQ-01,required_field_completeness,10380,28
2026-06-27,SITE-04,DQ-02,identifier_conformance,9529,37
2026-06-27,SITE-04,DQ-03,terminology_mapping,8640,21
2026-06-27,SITE-04,DQ-04,referential_integrity,6588,36
2026-06-27,SITE-05,DQ-01,required_field_completeness,10552,8
2026-06-27,SITE-05,DQ-02,identifier_conformance,11091,3
2026-06-27,SITE-05,DQ-03,terminology_mapping,9325,40
2026-06-27,SITE-05,DQ-04,referential_integrity,13650,34
2026-06-27,SITE-06,DQ-01,required_field_completeness,4324,17
2026-06-27,SITE-06,DQ-02,identifier_conformance,5560,16
2026-06-27,SITE-06,DQ-03,terminology_mapping,8781,45
2026-06-27,SITE-06,DQ-04,referential_integrity,6822,17
2026-06-28,SITE-01,DQ-01,required_field_completeness,8340,11
2026-06-28,SITE-01,DQ-02,identifier_conformance,11744,33
2026-06-28,SITE-01,DQ-03,terminology_mapping,5251,15
2026-06-28,SITE-01,DQ-04,referential_integrity,12365,33
2026-06-28,SITE-02,DQ-01,required_field_completeness,4341,25
2026-06-28,SITE-02,DQ-02,identifier_conformance,7041,6
2026-06-28,SITE-02,DQ-03,terminology_mapping,6294,20
2026-06-28,SITE-02,DQ-04,referential_integrity,14683,4
2026-06-28,SITE-03,DQ-01,required_field_completeness,3540,24
2026-06-28,SITE-03,DQ-02,identifier_conformance,4847,24
2026-06-28,SITE-03,DQ-03,terminology_mapping,4259,15
2026-06-28,SITE-03,DQ-04,referential_integrity,10600,17
2026-06-28,SITE-04,DQ-01,required_field_completeness,13594,409
2026-06-28,SITE-04,DQ-02,identifier_conformance,5080,24
2026-06-28,SITE-04,DQ-03,terminology_mapping,12255,299
2026-06-28,SITE-04,DQ-04,referential_integrity,5551,30
2026-06-28,SITE-05,DQ-01,required_field_completeness,5127,18
2026-06-28,SITE-05,DQ-02,identifier_conformance,10712,9
2026-06-28,SITE-05,DQ-03,terminology_mapping,7498,38
2026-06-28,SITE-05,DQ-04,referential_integrity,9942,18
2026-06-28,SITE-06,DQ-01,required_field_completeness,3559,36
2026-06-28,SITE-06,DQ-02,identifier_conformance,12577,26
2026-06-28,SITE-06,DQ-03,terminology_mapping,12291,17
2026-06-28,SITE-06,DQ-04,referential_integrity,10855,11
2026-06-29,SITE-01,DQ-01,required_field_completeness,14878,33
2026-06-29,SITE-01,DQ-02,identifier_conformance,7162,14
2026-06-29,SITE-01,DQ-03,terminology_mapping,5545,32
2026-06-29,SITE-01,DQ-04,referential_integrity,8110,16
2026-06-29,SITE-02,DQ-01,required_field_completeness,12564,7
2026-06-29,SITE-02,DQ-02,identifier_conformance,11844,24
2026-06-29,SITE-02,DQ-03,terminology_mapping,10326,5
2026-06-29,SITE-02,DQ-04,referential_integrity,12164,9
2026-06-29,SITE-03,DQ-01,required_field_completeness,4343,42
2026-06-29,SITE-03,DQ-02,identifier_conformance,11080,26
2026-06-29,SITE-03,DQ-03,terminology_mapping,7370,12
2026-06-29,SITE-03,DQ-04,referential_integrity,4527,30
2026-06-29,SITE-04,DQ-01,required_field_completeness,12695,267
2026-06-29,SITE-04,DQ-02,identifier_conformance,7469,10
2026-06-29,SITE-04,DQ-03,terminology_mapping,11214,434
2026-06-29,SITE-04,DQ-04,referential_integrity,13430,32
2026-06-29,SITE-05,DQ-01,required_field_completeness,10320,9
2026-06-29,SITE-05,DQ-02,identifier_conformance,14026,2
2026-06-29,SITE-05,DQ-03,terminology_mapping,5742,20
2026-06-29,SITE-05,DQ-04,referential_integrity,5689,3
2026-06-29,SITE-06,DQ-01,required_field_completeness,13229,18
2026-06-29,SITE-06,DQ-02,identifier_conformance,14043,40
2026-06-29,SITE-06,DQ-03,terminology_mapping,5747,39
2026-06-29,SITE-06,DQ-04,referential_integrity,8481,30
2026-06-30,SITE-01,DQ-01,required_field_completeness,5857,27
2026-06-30,SITE-01,DQ-02,identifier_conformance,11547,35
2026-06-30,SITE-01,DQ-03,terminology_mapping,3964,42
2026-06-30,SITE-01,DQ-04,referential_integrity,6114,45
2026-06-30,SITE-02,DQ-01,required_field_completeness,14359,33
2026-06-30,SITE-02,DQ-02,identifier_conformance,6565,33
2026-06-30,SITE-02,DQ-03,terminology_mapping,7038,22
2026-06-30,SITE-02,DQ-04,referential_integrity,9158,14
2026-06-30,SITE-03,DQ-01,required_field_completeness,4422,30
2026-06-30,SITE-03,DQ-02,identifier_conformance,11014,32
2026-06-30,SITE-03,DQ-03,terminology_mapping,10696,10
2026-06-30,SITE-03,DQ-04,referential_integrity,8243,19
2026-06-30,SITE-04,DQ-01,required_field_completeness,10563,657
2026-06-30,SITE-04,DQ-02,identifier_conformance,6653,19
2026-06-30,SITE-04,DQ-03,terminology_mapping,8457,573
2026-06-30,SITE-04,DQ-04,referential_integrity,4541,45
2026-06-30,SITE-05,DQ-01,required_field_completeness,12840,34
2026-06-30,SITE-05,DQ-02,identifier_conformance,13653,11
2026-06-30,SITE-05,DQ-03,terminology_mapping,12594,38
2026-06-30,SITE-05,DQ-04,referential_integrity,12266,6
2026-06-30,SITE-06,DQ-01,required_field_completeness,9503,31
2026-06-30,SITE-06,DQ-02,identifier_conformance,4812,28
2026-06-30,SITE-06,DQ-03,terminology_mapping,11363,15
2026-06-30,SITE-06,DQ-04,referential_integrity,4895,26
2026-07-01,SITE-01,DQ-01,required_field_completeness,10993,34
2026-07-01,SITE-01,DQ-02,identifier_conformance,10726,5
2026-07-01,SITE-01,DQ-03,terminology_mapping,5503,38
2026-07-01,SITE-01,DQ-04,referential_integrity,13684,28
2026-07-01,SITE-02,DQ-01,required_field_completeness,5878,45
2026-07-01,SITE-02,DQ-02,identifier_conformance,11012,6
2026-07-01,SITE-02,DQ-03,terminology_mapping,5749,9
2026-07-01,SITE-02,DQ-04,referential_integrity,11834,7
2026-07-01,SITE-03,DQ-01,required_field_completeness,14216,29
2026-07-01,SITE-03,DQ-02,identifier_conformance,5277,10
2026-07-01,SITE-03,DQ-03,terminology_mapping,5229,6
2026-07-01,SITE-03,DQ-04,referential_integrity,13493,6
2026-07-01,SITE-04,DQ-01,required_field_completeness,10794,635
2026-07-01,SITE-04,DQ-02,identifier_conformance,6115,19
2026-07-01,SITE-04,DQ-03,terminology_mapping,13577,619
2026-07-01,SITE-04,DQ-04,referential_integrity,12855,42
2026-07-01,SITE-05,DQ-01,required_field_completeness,12428,5
2026-07-01,SITE-05,DQ-02,identifier_conformance,3868,14
2026-07-01,SITE-05,DQ-03,terminology_mapping,9188,29
2026-07-01,SITE-05,DQ-04,referential_integrity,5071,10
2026-07-01,SITE-06,DQ-01,required_field_completeness,13185,6
2026-07-01,SITE-06,DQ-02,identifier_conformance,7751,12
2026-07-01,SITE-06,DQ-03,terminology_mapping,4262,15
2026-07-01,SITE-06,DQ-04,referential_integrity,12655,24
2026-07-02,SITE-01,DQ-01,required_field_completeness,10202,34
2026-07-02,SITE-01,DQ-02,identifier_conformance,6884,32
2026-07-02,SITE-01,DQ-03,terminology_mapping,6855,15
2026-07-02,SITE-01,DQ-04,referential_integrity,3759,28
2026-07-02,SITE-02,DQ-01,required_field_completeness,3969,7
2026-07-02,SITE-02,DQ-02,identifier_conformance,10063,11
2026-07-02,SITE-02,DQ-03,terminology_mapping,14098,2
2026-07-02,SITE-02,DQ-04,referential_integrity,9250,38
2026-07-02,SITE-03,DQ-01,required_field_completeness,9131,17
2026-07-02,SITE-03,DQ-02,identifier_conformance,6544,41
2026-07-02,SITE-03,DQ-03,terminology_mapping,6780,35
2026-07-02,SITE-03,DQ-04,referential_integrity,8087,40
2026-07-02,SITE-04,DQ-01,required_field_completeness,12702,20
2026-07-02,SITE-04,DQ-02,identifier_conformance,7804,14
2026-07-02,SITE-04,DQ-03,terminology_mapping,7729,45
2026-07-02,SITE-04,DQ-04,referential_integrity,6965,37
2026-07-02,SITE-05,DQ-01,required_field_completeness,9164,12
2026-07-02,SITE-05,DQ-02,identifier_conformance,12619,39
2026-07-02,SITE-05,DQ-03,terminology_mapping,3932,18
2026-07-02,SITE-05,DQ-04,referential_integrity,14098,4
2026-07-02,SITE-06,DQ-01,required_field_completeness,8587,9
2026-07-02,SITE-06,DQ-02,identifier_conformance,4150,39
2026-07-02,SITE-06,DQ-03,terminology_mapping,13501,17
2026-07-02,SITE-06,DQ-04,referential_integrity,7463,6
2026-07-03,SITE-01,DQ-01,required_field_completeness,5139,14
2026-07-03,SITE-01,DQ-02,identifier_conformance,14509,11
2026-07-03,SITE-01,DQ-03,terminology_mapping,11160,19
2026-07-03,SITE-01,DQ-04,referential_integrity,6598,25
2026-07-03,SITE-02,DQ-01,required_field_completeness,3517,42
2026-07-03,SITE-02,DQ-02,identifier_conformance,6332,40
2026-07-03,SITE-02,DQ-03,terminology_mapping,13013,17
2026-07-03,SITE-02,DQ-04,referential_integrity,13699,16
2026-07-03,SITE-03,DQ-01,required_field_completeness,13038,41
2026-07-03,SITE-03,DQ-02,identifier_conformance,8805,8
2026-07-03,SITE-03,DQ-03,terminology_mapping,9713,40
2026-07-03,SITE-03,DQ-04,referential_integrity,12835,20
2026-07-03,SITE-04,DQ-01,required_field_completeness,7548,43
2026-07-03,SITE-04,DQ-02,identifier_conformance,9931,12
2026-07-03,SITE-04,DQ-03,terminology_mapping,7187,44
2026-07-03,SITE-04,DQ-04,referential_integrity,3954,17
2026-07-03,SITE-05,DQ-01,required_field_completeness,9511,9
2026-07-03,SITE-05,DQ-02,identifier_conformance,10612,10
2026-07-03,SITE-05,DQ-03,terminology_mapping,12462,20
2026-07-03,SITE-05,DQ-04,referential_integrity,11985,40
2026-07-03,SITE-06,DQ-01,required_field_completeness,12560,4
2026-07-03,SITE-06,DQ-02,identifier_conformance,14610,12
2026-07-03,SITE-06,DQ-03,terminology_mapping,12637,37
2026-07-03,SITE-06,DQ-04,referential_integrity,13267,17
2026-07-04,SITE-01,DQ-01,required_field_completeness,8298,9
2026-07-04,SITE-01,DQ-02,identifier_conformance,12928,30
2026-07-04,SITE-01,DQ-03,terminology_mapping,8615,8
2026-07-04,SITE-01,DQ-04,referential_integrity,8303,3
2026-07-04,SITE-02,DQ-01,required_field_completeness,12916,27
2026-07-04,SITE-02,DQ-02,identifier_conformance,11992,31
2026-07-04,SITE-02,DQ-03,terminology_mapping,11220,13
2026-07-04,SITE-02,DQ-04,referential_integrity,13518,7
2026-07-04,SITE-03,DQ-01,required_field_completeness,14869,16
2026-07-04,SITE-03,DQ-02,identifier_conformance,14679,19
2026-07-04,SITE-03,DQ-03,terminology_mapping,6827,2
2026-07-04,SITE-03,DQ-04,referential_integrity,6668,44
2026-07-04,SITE-04,DQ-01,required_field_completeness,4806,13
2026-07-04,SITE-04,DQ-02,identifier_conformance,12077,13
2026-07-04,SITE-04,DQ-03,terminology_mapping,13087,43
2026-07-04,SITE-04,DQ-04,referential_integrity,14714,40
2026-07-04,SITE-05,DQ-01,required_field_completeness,13734,32
2026-07-04,SITE-05,DQ-02,identifier_conformance,11219,41
2026-07-04,SITE-05,DQ-03,terminology_mapping,5807,20
2026-07-04,SITE-05,DQ-04,referential_integrity,11801,31
2026-07-04,SITE-06,DQ-01,required_field_completeness,12101,35
2026-07-04,SITE-06,DQ-02,identifier_conformance,7028,19
2026-07-04,SITE-06,DQ-03,terminology_mapping,5144,39
2026-07-04,SITE-06,DQ-04,referential_integrity,8406,41
2026-07-05,SITE-01,DQ-01,required_field_completeness,7911,37
2026-07-05,SITE-01,DQ-02,identifier_conformance,6916,20
2026-07-05,SITE-01,DQ-03,terminology_mapping,8550,25
2026-07-05,SITE-01,DQ-04,referential_integrity,10584,33
2026-07-05,SITE-02,DQ-01,required_field_completeness,12497,13
2026-07-05,SITE-02,DQ-02,identifier_conformance,9333,11
2026-07-05,SITE-02,DQ-03,terminology_mapping,11757,33
2026-07-05,SITE-02,DQ-04,referential_integrity,11997,23
2026-07-05,SITE-03,DQ-01,required_field_completeness,13678,12
2026-07-05,SITE-03,DQ-02,identifier_conformance,9801,30
2026-07-05,SITE-03,DQ-03,terminology_mapping,4924,9
2026-07-05,SITE-03,DQ-04,referential_integrity,3784,22
2026-07-05,SITE-04,DQ-01,required_field_completeness,13187,41
2026-07-05,SITE-04,DQ-02,identifier_conformance,7265,29
2026-07-05,SITE-04,DQ-03,terminology_mapping,11467,40
2026-07-05,SITE-04,DQ-04,referential_integrity,13890,45
2026-07-05,SITE-05,DQ-01,required_field_completeness,12484,25
2026-07-05,SITE-05,DQ-02,identifier_conformance,14429,37
2026-07-05,SITE-05,DQ-03,terminology_mapping,7902,7
2026-07-05,SITE-05,DQ-04,referential_integrity,14558,37
2026-07-05,SITE-06,DQ-01,required_field_completeness,4318,29
2026-07-05,SITE-06,DQ-02,identifier_conformance,11365,32
2026-07-05,SITE-06,DQ-03,terminology_mapping,6225,27
2026-07-05,SITE-06,DQ-04,referential_integrity,11878,41
2026-07-06,SITE-01,DQ-01,required_field_completeness,9366,21
2026-07-06,SITE-01,DQ-02,identifier_conformance,6210,3
2026-07-06,SITE-01,DQ-03,terminology_mapping,6019,13
2026-07-06,SITE-01,DQ-04,referential_integrity,6481,12
2026-07-06,SITE-02,DQ-01,required_field_completeness,12780,35
2026-07-06,SITE-02,DQ-02,identifier_conformance,7135,20
2026-07-06,SITE-02,DQ-03,terminology_mapping,4954,43
2026-07-06,SITE-02,DQ-04,referential_integrity,10907,2
2026-07-06,SITE-03,DQ-01,required_field_completeness,12493,14
2026-07-06,SITE-03,DQ-02,identifier_conformance,10846,6
2026-07-06,SITE-03,DQ-03,terminology_mapping,13947,31
2026-07-06,SITE-03,DQ-04,referential_integrity,6182,24
2026-07-06,SITE-04,DQ-01,required_field_completeness,9551,30
2026-07-06,SITE-04,DQ-02,identifier_conformance,8185,9
2026-07-06,SITE-04,DQ-03,terminology_mapping,13549,36
2026-07-06,SITE-04,DQ-04,referential_integrity,11224,37
2026-07-06,SITE-05,DQ-01,required_field_completeness,3558,38
2026-07-06,SITE-05,DQ-02,identifier_conformance,13319,29
2026-07-06,SITE-05,DQ-03,terminology_mapping,8798,14
2026-07-06,SITE-05,DQ-04,referential_integrity,13312,45
2026-07-06,SITE-06,DQ-01,required_field_completeness,7943,23
2026-07-06,SITE-06,DQ-02,identifier_conformance,12469,34
2026-07-06,SITE-06,DQ-03,terminology_mapping,13158,4
2026-07-06,SITE-06,DQ-04,referential_integrity,14115,17
2026-07-07,SITE-01,DQ-01,required_field_completeness,11488,24
2026-07-07,SITE-01,DQ-02,identifier_conformance,8218,33
2026-07-07,SITE-01,DQ-03,terminology_mapping,6111,30
2026-07-07,SITE-01,DQ-04,referential_integrity,7297,15
2026-07-07,SITE-02,DQ-01,required_field_completeness,10668,16
2026-07-07,SITE-02,DQ-02,identifier_conformance,10413,24
2026-07-07,SITE-02,DQ-03,terminology_mapping,13353,19
2026-07-07,SITE-02,DQ-04,referential_integrity,11138,41
2026-07-07,SITE-03,DQ-01,required_field_completeness,13953,32
2026-07-07,SITE-03,DQ-02,identifier_conformance,13908,13
2026-07-07,SITE-03,DQ-03,terminology_mapping,7385,41
2026-07-07,SITE-03,DQ-04,referential_integrity,14665,36
2026-07-07,SITE-04,DQ-01,required_field_completeness,8988,25
2026-07-07,SITE-04,DQ-02,identifier_conformance,7671,29
2026-07-07,SITE-04,DQ-03,terminology_mapping,10655,33
